round,loss,accuracy
0,0.663978099822998,0.6906854130052724
1,0.8605450987815857,0.6274165202108963
2,0.43021732568740845,0.6977152899824253
3,0.21304811537265778,0.9156414762741653
4,0.1608315110206604,0.9332161687170475
5,0.16829240322113037,0.9560632688927944
6,0.2740483582019806,0.8681898066783831
7,0.2743261456489563,0.8980667838312829
8,0.2670755386352539,0.9244288224956063
9,0.3298611640930176,0.8506151142355008
10,0.29398465156555176,0.8875219683655536
0,0.663790225982666,0.632688927943761
1,0.6329492926597595,0.6274165202108963
2,0.37231215834617615,0.7768014059753954
3,0.23532500863075256,0.9543057996485061
4,0.20982591807842255,0.961335676625659
5,0.2234860062599182,0.945518453427065
6,0.2781447470188141,0.9209138840070299
7,0.321285218000412,0.8189806678383128
8,0.3933909833431244,0.7785588752196837
9,0.2660815417766571,0.8717047451669596
10,0.14409947395324707,0.9578207381370826
0,0.7503356337547302,0.37258347978910367
1,0.3376982510089874,0.8980667838312829
2,0.234671950340271,0.9191564147627417
3,0.13597504794597626,0.9437609841827768
4,0.11129610240459442,0.961335676625659
5,1.143548607826233,0.6660808435852372
6,3.9048571586608887,0.6309314586994728
7,1.9073762893676758,0.6344463971880492
8,1.2732315063476562,0.6572934973637962
9,1.1753653287887573,0.6678383128295254
10,0.45662152767181396,0.7926186291739895
0,0.6900685429573059,0.4077328646748682
1,0.4783150255680084,0.8347978910369068
2,0.29863008856773376,0.9156414762741653
3,0.20110982656478882,0.9226713532513181
4,0.1558825522661209,0.945518453427065
5,0.13270756602287292,0.9507908611599297
6,0.18295466899871826,0.9525483304042179
7,0.2658824622631073,0.9209138840070299
8,0.3179967701435089,0.9666080843585237
9,0.2855278253555298,0.968365553602812
10,0.2801511585712433,0.9701230228471002
0,0.7144432663917542,0.39718804920913886
1,0.399276465177536,0.8840070298769771
2,0.31943488121032715,0.9015817223198594
3,0.2658868730068207,0.9261862917398945
4,0.24629178643226624,0.9244288224956063
5,0.2377297282218933,0.9244288224956063
6,0.24989137053489685,0.929701230228471
7,0.4058384299278259,0.9367311072056239
8,0.42886555194854736,0.9384885764499121
9,0.8732613921165466,0.664323374340949
10,0.9645324349403381,0.655536028119508
0,0.6732549071311951,0.6362038664323374
1,0.8555390238761902,0.6274165202108963
2,1.933104157447815,0.6274165202108963
3,2.821176290512085,0.6274165202108963
4,4.781680583953857,0.6274165202108963
5,4.704351902008057,0.6274165202108963
6,4.325903415679932,0.6274165202108963
7,3.4734256267547607,0.6274165202108963
8,2.7438838481903076,0.6274165202108963
9,2.342571496963501,0.6274165202108963
10,2.112642288208008,0.6274165202108963
0,0.6677227020263672,0.4024604569420035
1,0.5546117424964905,0.6537785588752196
2,0.4459918141365051,0.632688927943761
3,0.49585336446762085,0.6344463971880492
4,0.4658282399177551,0.7680140597539543
5,0.3438582122325897,0.9050966608084359
6,0.25100719928741455,0.9384885764499121
7,0.3532445430755615,0.945518453427065
8,0.32802125811576843,0.9543057996485061
9,0.3115575909614563,0.9578207381370826
10,0.29882436990737915,0.9560632688927944
0,0.687330424785614,0.539543057996485
1,1.0554884672164917,0.6274165202108963
2,0.8873726725578308,0.6274165202108963
3,0.6663804054260254,0.6274165202108963
4,0.5231449007987976,0.6414762741652021
5,0.3904286026954651,0.8576449912126538
6,0.27809959650039673,0.9209138840070299
