round,loss,accuracy
0,0.7082852125167847,0.5151219512195122
1,0.639159083366394,0.7121951219512195
2,0.5825539827346802,0.7921951219512195
3,0.5311275720596313,0.8136585365853658
4,0.4852769672870636,0.848780487804878
5,0.44671791791915894,0.8517073170731707
6,0.4152604639530182,0.8517073170731707
7,0.39068320393562317,0.8478048780487805
8,0.3715618848800659,0.8507317073170731
9,0.3572177588939667,0.8448780487804878
10,0.3457634747028351,0.8419512195121951
0,0.7207873463630676,0.4429268292682927
1,0.7207809686660767,0.4868292682926829
2,0.7346245646476746,0.4868292682926829
3,0.7484506964683533,0.4868292682926829
4,0.7604097723960876,0.4868292682926829
5,0.7703731060028076,0.4868292682926829
6,0.7778635621070862,0.4868292682926829
7,0.7831509709358215,0.4868292682926829
8,0.7859184741973877,0.4868292682926829
9,0.7879414558410645,0.4868292682926829
10,0.7882936596870422,0.4868292682926829
0,0.7571303844451904,0.3668292682926829
1,0.8096864223480225,0.4868292682926829
2,0.8772927522659302,0.4868292682926829
3,0.9409915804862976,0.4868292682926829
4,0.9957982897758484,0.4868292682926829
5,1.0433517694473267,0.4868292682926829
6,1.08331298828125,0.4868292682926829
7,1.116493582725525,0.4868292682926829
8,1.1432545185089111,0.4868292682926829
9,1.1667577028274536,0.4868292682926829
10,1.1861056089401245,0.4868292682926829
0,0.726154088973999,0.45365853658536587
1,0.6939923763275146,0.4878048780487805
2,0.6371417045593262,0.5853658536585366
3,0.5896488428115845,0.671219512195122
4,0.5439409017562866,0.7707317073170732
5,0.5016716122627258,0.8009756097560976
6,0.4651505649089813,0.8234146341463414
7,0.435528963804245,0.8546341463414634
8,0.4132077693939209,0.8585365853658536
9,0.3956838548183441,0.8692682926829268
10,0.38124701380729675,0.8751219512195122
0,0.7028242945671082,0.46146341463414636
1,0.6290398240089417,0.7317073170731707
2,0.5936686992645264,0.7717073170731708
3,0.5404303669929504,0.833170731707317
4,0.4907386898994446,0.864390243902439
5,0.4530225992202759,0.8565853658536585
6,0.4258573651313782,0.8565853658536585
7,0.4013899266719818,0.8565853658536585
8,0.38283571600914,0.8546341463414634
9,0.3715617060661316,0.8507317073170731
10,0.35955867171287537,0.8507317073170731
0,0.6511992812156677,0.6351219512195122
1,0.6552651524543762,0.6126829268292683
2,0.6744028329849243,0.49560975609756097
3,0.7638604044914246,0.4868292682926829
4,0.8641054630279541,0.4868292682926829
5,0.9505487680435181,0.4868292682926829
6,0.9723650813102722,0.4868292682926829
7,1.0345711708068848,0.4868292682926829
8,1.0482666492462158,0.4868292682926829
9,1.0912350416183472,0.4868292682926829
10,1.127720832824707,0.4868292682926829
0,0.6914967894554138,0.4946341463414634
1,0.6440814137458801,0.7092682926829268
2,0.6149929761886597,0.6039024390243902
3,0.5582471489906311,0.7619512195121951
4,0.5590166449546814,0.7365853658536585
5,0.5056455731391907,0.8302439024390244
6,0.4921970069408417,0.8292682926829268
7,0.4693995416164398,0.8136585365853658
8,0.4456353485584259,0.8302439024390244
9,0.457502156496048,0.7873170731707317
10,0.47380444407463074,0.7717073170731708
0,0.7007676362991333,0.48390243902439023
1,0.6316260099411011,0.624390243902439
2,0.6896048784255981,0.4868292682926829
3,0.8637319803237915,0.4868292682926829
4,1.026413917541504,0.4868292682926829
5,0.9923500418663025,0.4868292682926829
6,0.6950871348381042,0.4868292682926829
7,0.5746424198150635,0.6478048780487805
8,0.4922057092189789,0.8
9,0.45457714796066284,0.84
10,0.6044691205024719,0.52
0,0.7136452198028564,0.46634146341463417
1,0.6517613530158997,0.6702439024390244
2,0.597500205039978,0.8097560975609757
3,0.5418578386306763,0.8302439024390244
4,0.49728304147720337,0.8390243902439024
5,0.4586540162563324,0.8390243902439024
6,0.4268343448638916,0.8546341463414634
7,0.40378817915916443,0.8614634146341463
8,0.38385406136512756,0.8653658536585366
9,0.3705325424671173,0.8653658536585366
10,0.3592214584350586,0.8614634146341463
0,0.6926116943359375,0.5160975609756098
1,0.6799473166465759,0.5141463414634146
2,0.615153968334198,0.7658536585365854
3,0.5870559215545654,0.7160975609756097
4,0.5832463502883911,0.68
5,0.5237870216369629,0.8370731707317073
6,0.48589521646499634,0.8409756097560975
7,0.481904000043869,0.8195121951219512
8,0.5006070137023926,0.7424390243902439
9,0.42377790808677673,0.8663414634146341
10,0.41556891798973083,0.8439024390243902
0,0.6774994134902954,0.568780487804878
1,0.6763667464256287,0.6390243902439025
2,0.6819271445274353,0.5229268292682927
3,0.6695786714553833,0.5619512195121952
4,0.6526010632514954,0.7434146341463415
5,0.6429542899131775,0.7404878048780488
6,0.6426372528076172,0.7404878048780488
7,0.6288411021232605,0.7795121951219512
8,0.6192511320114136,0.6751219512195122
9,0.6127753853797913,0.8097560975609757
10,0.6054863333702087,0.8009756097560976
0,0.6874005198478699,0.5492682926829269
1,0.6907404065132141,0.5297560975609756
2,0.7681353092193604,0.4868292682926829
3,0.8738676905632019,0.4868292682926829
4,0.6799790263175964,0.5170731707317073
5,0.6754380464553833,0.5239024390243903
6,0.6938820481300354,0.5131707317073171
7,0.6821854710578918,0.5229268292682927
8,0.6863899827003479,0.5180487804878049
9,0.6911936402320862,0.5063414634146342
10,0.7704932689666748,0.4868292682926829
0,0.7040128707885742,0.45170731707317074
1,0.6565915942192078,0.6624390243902439
2,0.6097654104232788,0.7385365853658536
3,0.5630882978439331,0.7853658536585366
4,0.5182315707206726,0.8
5,0.47391173243522644,0.8156097560975609
6,0.4376184940338135,0.8156097560975609
7,0.40942585468292236,0.8204878048780487
8,0.38916078209877014,0.8234146341463414
9,0.374767541885376,0.8263414634146341
10,0.3643985390663147,0.8263414634146341
0,0.7061020731925964,0.41560975609756096
1,0.6462768912315369,0.751219512195122
2,0.6067067980766296,0.7082926829268292
3,0.5818020105361938,0.6546341463414634
4,0.5669537782669067,0.631219512195122
5,0.560228168964386,0.6390243902439025
6,0.5543737411499023,0.6526829268292683
7,0.546363890171051,0.6760975609756098
8,0.5356921553611755,0.7073170731707317
9,0.5223186612129211,0.728780487804878
10,0.5123157501220703,0.7580487804878049
0,0.6819113492965698,0.5707317073170731
1,0.6440080404281616,0.5609756097560976
2,0.5997099876403809,0.6526829268292683
3,0.5591604709625244,0.7160975609756097
4,0.5186724662780762,0.7697560975609756
5,0.4787275791168213,0.8029268292682927
6,0.4449680745601654,0.8185365853658536
7,0.41803479194641113,0.8302439024390244
8,0.39791280031204224,0.8390243902439024
9,0.38125425577163696,0.8507317073170731
10,0.367902547121048,0.8507317073170731
0,0.68662428855896,0.5570731707317074
1,0.6840717792510986,0.5639024390243902
2,0.6847325563430786,0.5160975609756098
3,0.6876655220985413,0.5102439024390244
4,0.6931710243225098,0.4926829268292683
5,0.7005999088287354,0.48390243902439023
6,0.7104912996292114,0.48390243902439023
7,0.7225344181060791,0.4868292682926829
8,0.7359927296638489,0.4868292682926829
9,0.7508585453033447,0.4868292682926829
10,0.7681170105934143,0.4868292682926829
0,0.7147645354270935,0.4117073170731707
1,0.6718160510063171,0.6390243902439025
2,0.630495548248291,0.7258536585365853
3,0.5920938849449158,0.7717073170731708
4,0.5515733957290649,0.7941463414634147
5,0.5135014057159424,0.8146341463414634
6,0.48154208064079285,0.8039024390243903
7,0.46219614148139954,0.7980487804878049
8,0.44124069809913635,0.8039024390243903
9,0.4182063341140747,0.8136585365853658
10,0.41187721490859985,0.8146341463414634
0,0.6827643513679504,0.5785365853658536
1,0.6871203184127808,0.5073170731707317
2,0.6897203922271729,0.4926829268292683
3,0.6964337229728699,0.4868292682926829
4,0.6455382108688354,0.5258536585365854
5,0.6775561571121216,0.49853658536585366
6,0.6647198796272278,0.5151219512195122
7,0.647377073764801,0.5375609756097561
8,0.6523172855377197,0.5434146341463415
9,0.6591310501098633,0.5463414634146342
10,0.6648051142692566,0.5590243902439025
0,0.737014889717102,0.4507317073170732
1,0.7355796098709106,0.5004878048780488
2,0.7611122131347656,0.5131707317073171
3,0.8023775815963745,0.5131707317073171
4,0.8099262714385986,0.5131707317073171
5,0.8384245038032532,0.5131707317073171
6,0.8581758737564087,0.5131707317073171
7,0.8807114958763123,0.5131707317073171
8,0.9248307347297668,0.5131707317073171
9,0.9436073303222656,0.5131707317073171
10,0.9944064617156982,0.5131707317073171
0,0.7167056202888489,0.4370731707317073
1,0.7435324788093567,0.4868292682926829
2,0.8763635754585266,0.4868292682926829
3,0.8366087079048157,0.4868292682926829
4,0.9097776412963867,0.4868292682926829
5,0.7875209450721741,0.4868292682926829
6,0.7752526998519897,0.4868292682926829
7,0.9047468304634094,0.4868292682926829
8,1.0300554037094116,0.4868292682926829
9,1.1716160774230957,0.4868292682926829
10,1.2661406993865967,0.4868292682926829
0,0.7237939238548279,0.4751219512195122
1,0.6814504861831665,0.5219512195121951
2,0.6388658285140991,0.6048780487804878
3,0.6034145355224609,0.697560975609756
4,0.5612426400184631,0.7268292682926829
5,0.5283543467521667,0.7814634146341464
6,0.5089119672775269,0.7921951219512195
7,0.4802694022655487,0.8146341463414634
8,0.46220889687538147,0.84
9,0.4313327670097351,0.8478048780487805
10,0.41276034712791443,0.8546341463414634
0,0.7009481191635132,0.4712195121951219
1,0.6928213834762573,0.49560975609756097
2,0.7422756552696228,0.4868292682926829
3,0.7622677683830261,0.4868292682926829
4,0.8777400851249695,0.4868292682926829
5,0.8992802500724792,0.4868292682926829
6,0.8147057294845581,0.4868292682926829
7,0.7566658854484558,0.4868292682926829
8,0.686920702457428,0.5170731707317073
9,0.7007620334625244,0.49853658536585366
10,0.6506516933441162,0.5756097560975609
0,0.6624796390533447,0.6419512195121951
